"62","1233","Dob"
"63","3224","Dobje pri Planini"
"64","8257","Dobova"
"65","1423","Dobovec"
"66","5263","Dobravlje"
"67","3204","Dobrna"
"68","8211","Dobrnič"
"69","1356","Dobrova"
"70","9223","Dobrovnik/Dobronak"
"71","5212","Dobrovo v Brdih"
"72","1431","Dol pri Hrastniku"
"73","1262","Dol pri Ljubljani"
"74","1273","Dole pri Litiji"
"75","1331","Dolenja vas"
"76","8350","Dolenjske Toplice"
"77","1230","Domžale"
"78","2252","Dornava"
"79","5294","Dornberk"
"80","1319","Draga"
"81","8343","Dragatuš"
"82","3222","Dramlje"
"83","2370","Dravograd"
"84","4203","Duplje"
"85","6221","Dutovlje"
"86","8361","Dvor"
"87","2343","Fala"
"88","9208","Fokovci"
"89","2313","Fram"
"90","3213","Frankolovo"
"91","1274","Gabrovka"
"92","8254","Globoko"
"93","5275","Godovič"
"94","4204","Golnik"
"95","3303","Gomilsko"
"96","4224","Gorenja vas"
"97","3263","Gorica pri Slivnici"
"98","2272","Gorišnica"
"99","9250","Gornja Radgona"
"100","3342","Gornji Grad"
"101","4282","Gozd Martuljek"
"102","6272","Gračišče"
"103","9264","Grad"
"104","8332","Gradac"
"105","1384","Grahovo"
"106","5242","Grahovo ob Bači"
"107","5251","Grgar"
"108","3302","Griže"
"109","3231","Grobelno"
"110","1290","Grosuplje"
"111","2288","Hajdina"
"112","8362","Hinje"
"113","2311","Hoče"
"114","9205","Hodoš/Hodos"
"115","1354","Horjul"
"116","1372","Hotedršica"
"117","1430","Hrastnik"
"118","6225","Hruševje"
"119","4276","Hrušica"
"120","5280","Idrija"
"121","1292","Ig"
"122","6250","Ilirska Bistrica"
"123","6251","Ilirska Bistrica-Trn"
"124","1295","Ivančna Gorica"
"125","2259","Ivanjkovci"
"126","1411","Izlake"
"127","6310","Izola/Isola"
"128","2222","Jakobski Dol"
"129","2221","Jarenina"
"130","6254","Jelšane"
"131","4270","Jesenice"
"132","8261","Jesenice na Dolenjsk"
"133","3273","Jurklošter"
"134","2223","Jurovski Dol"
"135","2256","Juršinci"
"136","5214","Kal nad Kanalom"
"137","3233","Kalobje"
"138","4246","Kamna Gorica"
"139","2351","Kamnica"
"140","1241","Kamnik"
"141","5213","Kanal"
"142","8258","Kapele"
"143","2362","Kapla"
"144","2325","Kidričevo"
"145","1412","Kisovec"
"146","6253","Knežak"
"147","5222","Kobarid"
"148","9227","Kobilje"
"149","1330","Kočevje"
"150","1338","Kočevska Reka"
"151","2276","Kog"
"152","5211","Kojsko"
"153","6223","Komen"
"154","1218","Komenda"
"155","6000","Koper/Capodistria"
"156","6001","Koper/Capodistria -"
"157","8282","Koprivnica"
"158","5296","Kostanjevica na Kras"
"159","8311","Kostanjevica na Krki"
"160","1336","Kostel"
"161","6256","Košana"
"162","2394","Kotlje"
"163","6240","Kozina"
"164","3260","Kozje"
"165","4000","Kranj"
"166","4001","Kranj - poštni preda"
"167","4280","Kranjska Gora"
"168","1281","Kresnice"
"169","4294","Križe"
"170","9206","Križevci"
"171","9242","Križevci pri Ljutome"
"172","1301","Krka"
"173","8296","Krmelj"
"174","4245","Kropa"
"175","8262","Krška vas"
"176","8270","Krško"
"177","9263","Kuzma"
"178","2318","Laporje"
"179","3270","Laško"
"180","1219","Laze v Tuhinju"
"181","2230","Lenart v Slovenskih"
"182","9220","Lendava/Lendva"
"183","4248","Lesce"
"184","3261","Lesično"
"185","8273","Leskovec pri Krškem"
"186","2372","Libeliče"
"187","2341","Limbuš"
"188","1270","Litija"
"189","3202","Ljubečna"
"190","1000","Ljubljana"
"191","1001","Ljubljana - poštni p"
"192","1231","Ljubljana - Črnuče"
"193","1261","Ljubljana - Dobrunje"
"194","1260","Ljubljana - Polje"
"195","1210","Ljubljana - Šentvid"
"196","1211","Ljubljana - Šmartno"
"197","3333","Ljubno ob Savinji"
"198","9240","Ljutomer"
"199","3215","Loče"
"200","5231","Log pod Mangartom"
"201","1358","Log pri Brezovici"
"202","1370","Logatec"
"203","1371","Logatec"
"204","1434","Loka pri Zidanem Mos"
"205","3223","Loka pri Žusmu"
"206","6219","Lokev"
"207","1318","Loški Potok"
"208","2324","Lovrenc na Dravskem"
"209","2344","Lovrenc na Pohorju"
"210","3334","Luče"
"211","1225","Lukovica"
"212","9202","Mačkovci"
"213","2322","Majšperk"
"214","2321","Makole"
"215","9243","Mala Nedelja"
"216","2229","Malečnik"
"217","6273","Marezige"
"218","2000","Maribor"
"219","2001","Maribor - poštni pre"
"220","2206","Marjeta na Dravskem"
"221","2281","Markovci"
"222","9221","Martjanci"
"223","6242","Materija"
"224","4211","Mavčiče"
"225","1215","Medvode"
"226","1234","Mengeš"
"227","8330","Metlika"
"228","2392","Mežica"
"229","2204","Miklavž na Dravskem"
"230","2275","Miklavž pri Ormožu"
"231","5291","Miren"
"232","8233","Mirna"
"233","8216","Mirna Peč"
"234","2382","Mislinja"
"235","4281","Mojstrana"
"236","8230","Mokronog"
"237","1251","Moravče"
"238","9226","Moravske Toplice"
"239","5216","Most na Soči"
"240","1221","Motnik"
"241","3330","Mozirje"
"242","9000","Murska Sobota"
"243","9001","Murska Sobota - pošt"
"244","2366","Muta"
"245","4202","Naklo"
"246","3331","Nazarje"
"247","1357","Notranje Gorice"
"248","3203","Nova Cerkev"
"249","5000","Nova Gorica"
"250","5001","Nova Gorica - poštni"
"251","1385","Nova vas"
"252","8000","Novo mesto"
"253","8001","Novo mesto - poštni"
"254","6243","Obrov"
"255","9233","Odranci"
"256","2317","Oplotnica"
"257","2312","Orehova vas"
"258","2270","Ormož"
"259","1316","Ortnek"
"260","1337","Osilnica"
"261","8222","Otočec"
"262","2361","Ožbalt"
"263","2231","Pernica"
"264","2211","Pesnica pri Mariboru"
"265","9203","Petrovci"
"266","3301","Petrovče"
"267","6330","Piran/Pirano"
"268","8255","Pišece"
"269","6257","Pivka"
"270","6232","Planina"
"271","3225","Planina pri Sevnici"
"272","6276","Pobegi"
"273","8312","Podbočje"
"274","5243","Podbrdo"
"275","3254","Podčetrtek"
"276","2273","Podgorci"
"277","6216","Podgorje"
"278","2381","Podgorje pri Slovenj"
"279","6244","Podgrad"
"280","1414","Podkum"
"281","2286","Podlehnik"
"282","5272","Podnanos"
"283","4244","Podnart"
"284","3241","Podplat"
"285","3257","Podsreda"
"286","2363","Podvelka"
"287","2208","Pohorje"
"288","2257","Polenšak"
"289","1355","Polhov Gradec"
"290","4223","Poljane nad Škofjo L"
"291","2319","Poljčane"
"292","1272","Polšnik"
"293","3313","Polzela"
"294","3232","Ponikva"
"295","6320","Portorož/Portorose"
"296","6230","Postojna"
"297","2331","Pragersko"
"298","3312","Prebold"
"299","4205","Preddvor"
"300","6255","Prem"
"301","1352","Preserje"
"302","6258","Prestranek"
"303","2391","Prevalje"
"304","3262","Prevorje"
"305","1276","Primskovo"
"306","3253","Pristava pri Mestinj"
"307","9207","Prosenjakovci/Partos"
"308","5297","Prvačina"
"309","2250","Ptuj"
"310","2323","Ptujska Gora"
"311","9201","Puconci"
"312","2327","Rače"
"313","1433","Radeče"
"314","9252","Radenci"
"315","2360","Radlje ob Dravi"
"316","1235","Radomlje"
"317","4240","Radovljica"
"318","8274","Raka"
"319","1381","Rakek"
"320","4283","Rateče - Planica"
"321","2390","Ravne na Koroškem"
"322","3332","Rečica ob Savinji"
"323","5292","Renče"
"324","1310","Ribnica"
"325","2364","Ribnica na Pohorju"
"326","3272","Rimske Toplice"
"327","1314","Rob"
"328","5215","Ročinj"
"329","3250","Rogaška Slatina"
"330","9262","Rogašovci"
"331","3252","Rogatec"
"332","1373","Rovte"
"333","2342","Ruše"
"334","1282","Sava"
"335","6333","Sečovlje/Sicciole"
"336","4227","Selca"
"337","2352","Selnica ob Dravi"
"338","8333","Semič"
"339","8281","Senovo"
"340","6224","Senožeče"
"341","8290","Sevnica"
"342","6210","Sežana"
"343","2214","Sladki Vrh"
"344","5283","Slap ob Idrijci"
"345","2380","Slovenj Gradec"
"346","2310","Slovenska Bistrica"
"347","3210","Slovenske Konjice"
"348","1216","Smlednik"
"349","5232","Soča"
"350","1317","Sodražica"
"351","3335","Solčava"
"352","5250","Solkan"
"353","4229","Sorica"
"354","4225","Sovodenj"
"355","5281","Spodnja Idrija"
"356","2241","Spodnji Duplek"
"357","9245","Spodnji Ivanjci"
"358","2277","Središče ob Dravi"
"359","4267","Srednja vas v Bohinj"
"360","8256","Sromlje"
"361","5224","Srpenica"
"362","1242","Stahovica"
"363","1332","Stara Cerkev"
"364","8342","Stari trg ob Kolpi"
"365","1386","Stari trg pri Ložu"
"366","2205","Starše"
"367","2289","Stoperce"
"368","8322","Stopiče"
"369","3206","Stranice"
"370","8351","Straža"
"371","1313","Struge"
"372","8293","Studenec"
"373","8331","Suhor"
"374","2233","Sv. Ana v Slovenskih"
"375","2235","Sv. Trojica v Sloven"
"376","2353","Sveti Duh na Ostrem"
"377","9244","Sveti Jurij ob Ščavn"
"378","3264","Sveti Štefan"
"379","2258","Sveti Tomaž"
"380","9204","Šalovci"
"381","5261","Šempas"
"382","5290","Šempeter pri Gorici"
"383","3311","Šempeter v Savinjski"
"384","4208","Šenčur"
"385","2212","Šentilj v Slovenskih"
"386","8297","Šentjanž"
"387","2373","Šentjanž pri Dravogr"
"388","8310","Šentjernej"
"389","3230","Šentjur"
"390","3271","Šentrupert"
"391","8232","Šentrupert"
"392","1296","Šentvid pri Stični"
"393","8275","Škocjan"
"394","6281","Škofije"
"395","4220","Škofja Loka"
"396","3211","Škofja vas"
"397","1291","Škofljica"
"398","6274","Šmarje"
"399","1293","Šmarje - Sap"
"400","3240","Šmarje pri Jelšah"
"401","8220","Šmarješke Toplice"
"402","2315","Šmartno na Pohorju"
"403","3341","Šmartno ob Dreti"
"404","3327","Šmartno ob Paki"
"405","1275","Šmartno pri Litiji"
"406","2383","Šmartno pri Slovenj"
"407","3201","Šmartno v Rožni doli"
"408","3325","Šoštanj"
"409","6222","Štanjel"
"410","3220","Štore"
"411","3304","Tabor"
"412","3221","Teharje"
"413","9251","Tišina"
"414","5220","Tolmin"
"415","3326","Topolšica"
"416","2371","Trbonje"
"417","1420","Trbovlje"
"418","8231","Trebelno"
"419","8210","Trebnje"
"420","5252","Trnovo pri Gorici"
"421","2254","Trnovska vas"
"422","1222","Trojane"
"423","1236","Trzin"
"424","4290","Tržič"
"425","8295","Tržišče"
"426","1311","Turjak"
"427","9224","Turnišče"
"428","8323","Uršna sela"
"429","1252","Vače"
"430","3320","Velenje"
"431","3322","Velenje - poštni pre"
"432","8212","Velika Loka"
"433","2274","Velika Nedelja"
"434","9225","Velika Polana"
"435","1315","Velike Lašče"
"436","8213","Veliki Gaber"
"437","9241","Veržej"
"438","1312","Videm - Dobrepolje"
"439","2284","Videm pri Ptuju"
"440","8344","Vinica"
"441","5271","Vipava"
"442","4212","Visoko"
"443","1294","Višnja Gora"
"444","3205","Vitanje"
"445","2255","Vitomarci"
"446","1217","Vodice"
"447","3212","Vojnik"
"448","5293","Volčja Draga"
"449","2232","Voličina"
"450","3305","Vransko"
"451","6217","Vremski Britof"
"452","1360","Vrhnika"
"453","2365","Vuhred"
"454","2367","Vuzenica"
"455","8292","Zabukovje"
"456","1410","Zagorje ob Savi"
"457","1303","Zagradec"
"458","2283","Zavrč"
"459","8272","Zdole"
"460","4201","Zgornja Besnica"
"461","2242","Zgornja Korena"
"462","2201","Zgornja Kungota"
"463","2316","Zgornja Ložnica"
"464","2314","Zgornja Polskava"
"465","2213","Zgornja Velka"
"466","4247","Zgornje Gorje"
"467","4206","Zgornje Jezersko"
"468","2285","Zgornji Leskovec"
"469","1432","Zidani Most"
"470","3214","Zreče"
"471","4209","Žabnica"
"472","3310","Žalec"
"473","4228","Železniki"
"474","2287","Žetale"
"475","4226","Žiri"
"476","4274","Žirovnica"
"477","8360","Žužemberk"
"1","RSA","160","rsa","1"
"2","PPB","160",NULL,"1"
"10","OPRO","66","c#","7"
"1","Miran","Zevnik","miran.zevnik@gmail.com","202cb962ac59075b964b07152d234b70","b59c67bf196a4758191e42f76670ceba"
"7","Gregor","Hrastnik","gh@gmail.com","202cb962ac59075b964b07152d234b70","81dc9bdb52d04dc20036dbd8313ed055"
"6","Kaja","Pirmanšek","kaja.p@gmail.com","caf1a3dfb505ffed0d024130f58c5cfa","2be9bd7a3434f7038ca27d1918de58bd"
"1","Petra","Mastnak","3.TRB","1"
"3","Bajs","Delopst","1.GTA","4"
"1","A","1",NULL
"2","B","1",NULL
"3","C","1",NULL
"4","D","1",NULL
"1","ERŠ ŠCV","Simon","Konečnik","mag.","Trg mladosti 1","430"
"4","Storitvena","Mateja","Kunst","mag.","Trg mladost 2","430"
"1","ustna","ustna"
"2","pisna","pisna"
"3","praksa","praksa"
